Hva er din alder?,I hvilket fylke ligger jobben din?,Hva beskriver best din arbeidssituasjon?,Er du ansatt i det offentlige eller private næringsliv?,"Hvor mange års relevant, formell utdannelse har du?",Hvor mange års relevant arbeidserfaring har du?,Hva jobber du mest med?,Har du en av disse begrepene i stillingstittelen din? ,"Hva er din grunnlønn? (årslønn før skatt, uten eventuelle bonuser eller overtidsbetaling)","Er du organisert? (Altså medlem av en forening som Tekna, El&it, Nito osv)",Pleier du å få mer utbetalt enn grunnlønn på grunn av overtidsbetaling?,Har du en bonusordning hos din nåværende arbeidsgiver?,"Sist du gikk opp i lønn, hvordan skjedde det? (altså en helt ny lønn eller en lønnsjustering utover indeksregulering, sentrale oppgjør osv.)",Alt i alt - er du fornøyd med din egen lønn?,"Om du skal bytte jobb, hvilke goder kan være like viktig som lønn? ","""Skal jeg bytte jobb, skal jeg også opp i lønn.""","""Hvor mye man tjener avhenger av hvor flink man er i jobben sin.""","""Hvor mye man tjener avhenger av hvilken tittel man har.""","""Hvor mye man tjener avhenger av hvor gammel man er."" (Altså uavhengig av erfaring og fartstid i selskapet)","""Utviklere er blant de som tjener mest på arbeidsplassen min.""","""Jeg tror jeg hadde tjent mer nå om det ikke hadde vært for korona."" (for eksempel på grunn av manglende lønnsjustering, mindre aktuelt å bytte jobb, osv)","""Jeg synes man bør tjene mer om man jobber hjemmefra.""","""Jeg synes man bør tjene mindre om man jobber hjemmefra.""","""Jeg tror kjønn i seg selv spiller inn i hvor mye man tjener.""","""Om noen spør, synes jeg det er greit å fortelle kolleger hva jeg tjener.""","""Jeg synes det er greit å spørre kolleger hva de tjener.""","""Vi burde ha mer åpenhet på en arbeidsplass om hva vi tjener."""
30-34 år,Trøndelag,konsulent,privat,5,10,embedded/IOT/maskinvare,"""...senior...""","730 000,00 kr",Ja,Ja,Nei,vet ikke/ikke aktuelt,Nei,"mer fritid (for eksempel flere feriedager), gode ordninger for gratis teknisk utstyr",enig,vet ikke/ikke aktuelt,uenig,uenig,uenig,enig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,enig,uenig,enig
30-34 år,Viken,in-house,ikke oppgitt,7,10,embedded/IOT/maskinvare,"""...senior...""","701 795,00 kr",Nei,Nei,Nei,Jeg fikk ny arbeidsgiver,Nei,"mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), gode ordninger for gratis teknisk utstyr",enig,enig,enig,uenig,uenig,enig,uenig,uenig,enig,vet ikke/ikke aktuelt,uenig,enig
30-34 år,Trøndelag,in-house,ikke oppgitt,ikke oppgitt,3,frontend,nei,"547 000,00 kr",Ja,Nei,Nei,Fagforeningen min hjalp meg,Nei,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager)",enig,uenig,enig,enig,uenig,uenig,uenig,uenig,enig,uenig,uenig,enig
30-34 år,Oslo,konsulent,privat,0,4,frontend,"""...senior...""","700 000,00 kr",Ja,Ja,Nei,Jeg ba sjefen om mer lønn,Ja,"mulighet å jobbe hjemmefra/remote, sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.)",enig,enig,uenig,uenig,uenig,uenig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,enig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,enig
30-34 år,Vestland,in-house,ikke oppgitt,ikke oppgitt,5,frontend,"""...senior...""","750 000,00 kr",Ja,Nei,Nei,Jeg fikk ny arbeidsgiver,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",enig,enig,uenig,uenig,vet ikke/ikke aktuelt,enig,uenig,uenig,vet ikke/ikke aktuelt,uenig,uenig,uenig
30-34 år,Trøndelag,konsulent,ikke oppgitt,ikke oppgitt,2,frontend,nei,"535 000,00 kr",Nei,Nei,Ja,Jeg fikk ny arbeidsgiver,Nei,"fleksible arbeidstider, mer fritid (for eksempel flere feriedager), sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",uenig,enig,uenig,enig,vet ikke/ikke aktuelt,enig,uenig,uenig,uenig,enig,enig,enig
30-34 år,Oslo,in-house,privat,3,6,frontend,nei,"620 000,00 kr",Ja,Nei,Nei,Jeg fikk ny arbeidsgiver,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager)",enig,enig,enig,enig,uenig,uenig,uenig,uenig,enig,enig,uenig,enig
30-34 år,Rogaland,konsulent,privat,3,6,frontend,nei,"655 000,00 kr",Ja,Nei,Ja,Jeg fikk ny arbeidsgiver,Ja,"sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.)",enig,enig,uenig,uenig,vet ikke/ikke aktuelt,uenig,uenig,uenig,vet ikke/ikke aktuelt,uenig,uenig,enig
30-34 år,Trøndelag,konsulent,privat,0,9,frontend,nei,"675 000,00 kr",Nei,Nei,Nei,Jeg fikk ny arbeidsgiver,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote",enig,enig,uenig,uenig,vet ikke/ikke aktuelt,uenig,uenig,uenig,uenig,enig,enig,enig
30-34 år,Oslo,in-house,ikke oppgitt,ikke oppgitt,3,frontend,"""...junior...""","570 000,00 kr",Nei,Nei,Ja,Sjefen tilbydde meg mer lønn,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager)",vet ikke/ikke aktuelt,enig,vet ikke/ikke aktuelt,enig,vet ikke/ikke aktuelt,enig,uenig,uenig,uenig,enig,uenig,enig
30-34 år,Rogaland,in-house,ikke oppgitt,ikke oppgitt,8,frontend,"""...lead...""","666 000,00 kr",Nei,Nei,Nei,Sjefen tilbydde meg mer lønn,Nei,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",enig,enig,uenig,enig,enig,uenig,enig,uenig,enig,enig,uenig,enig
30-34 år,Trøndelag,konsulent,ikke oppgitt,ikke oppgitt,3,frontend,nei,"530 000,00 kr",Nei,Nei,Ja,Sjefen tilbydde meg mer lønn,Nei,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",enig,enig,enig,uenig,vet ikke/ikke aktuelt,uenig,uenig,uenig,uenig,enig,enig,enig
30-34 år,Vestland,konsulent,privat,3,8,frontend,"""...senior...""","900 000,00 kr",Ja,Nei,Ja,Jeg ba sjefen om mer lønn,Ja,"fleksible arbeidstider, firmahytter/ferieboliger, mer fritid (for eksempel flere feriedager), sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",enig,uenig,uenig,enig,enig,uenig,uenig,uenig,enig,enig,enig,enig
30-34 år,Vestland,konsulent,privat,5,4,frontend,"""...senior...""","950 000,00 kr",Nei,Nei,Nei,Jeg ba sjefen om mer lønn,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), sosiale aktiviteter (turer, fester, arrangementer osv.), gode ordninger for gratis teknisk utstyr",enig,enig,vet ikke/ikke aktuelt,enig,vet ikke/ikke aktuelt,uenig,vet ikke/ikke aktuelt,uenig,vet ikke/ikke aktuelt,enig,enig,enig
30-34 år,Vestland,in-house,privat,9,2,frontend,"""...senior...""","715 000,00 kr",Ja,Nei,Nei,Jeg fikk ny arbeidsgiver,Ja,mer fritid (for eksempel flere feriedager),uenig,uenig,enig,vet ikke/ikke aktuelt,uenig,uenig,enig,uenig,uenig,enig,enig,vet ikke/ikke aktuelt
30-34 år,Oslo,in-house,ikke oppgitt,ikke oppgitt,3,frontend,nei,"560 000,00 kr",Ja,Nei,Nei,Jeg fikk ny arbeidsgiver,Nei,"sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",enig,enig,vet ikke/ikke aktuelt,uenig,vet ikke/ikke aktuelt,uenig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,enig,enig,vet ikke/ikke aktuelt,enig
30-34 år,Vestland,in-house,ikke oppgitt,ikke oppgitt,4,frontend,nei,"625 000,00 kr",Ja,Nei,Nei,Jeg fikk ny arbeidsgiver,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, sosiale aktiviteter (turer, fester, arrangementer osv.)",enig,enig,enig,enig,uenig,enig,uenig,uenig,enig,vet ikke/ikke aktuelt,uenig,enig
30-34 år,Vestfold og Telemark,in-house,privat,5,6,frontend,nei,"780 000,00 kr",Nei,Nei,Nei,Jeg fikk ny arbeidsgiver,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager)",enig,enig,uenig,uenig,vet ikke/ikke aktuelt,uenig,uenig,uenig,uenig,enig,enig,enig
30-34 år,Oslo,konsulent,privat,5,5,frontend,"""...senior...""","760 500,00 kr",Ja,Ja,Nei,Sjefen tilbydde meg mer lønn,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.)",enig,vet ikke/ikke aktuelt,enig,uenig,enig,enig,enig,uenig,uenig,vet ikke/ikke aktuelt,uenig,enig
30-34 år,Oslo,konsulent,privat,3,4,frontend,nei,"650 000,00 kr",Nei,Nei,Ja,Sjefen tilbydde meg mer lønn,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",enig,enig,vet ikke/ikke aktuelt,uenig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,enig,uenig,enig,enig,enig,enig
30-34 år,Oslo,konsulent,privat,3,0,frontend,"""...junior...""","540 000,00 kr",Nei,Nei,Nei,vet ikke/ikke aktuelt,Nei,"fleksible arbeidstider, firmahytter/ferieboliger, sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.)",enig,uenig,enig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,enig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,enig,uenig,enig
30-34 år,Oslo,in-house,privat,0,1,frontend,nei,"504 000,00 kr",Nei,Nei,Nei,vet ikke/ikke aktuelt,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, faglige aktiviteter (konferanser, kurs, fagdager osv.)",enig,uenig,uenig,uenig,uenig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,uenig,enig,uenig,enig
30-34 år,Oslo,in-house,privat,0,1,frontend,nei,"504 000,00 kr",Nei,Nei,Nei,vet ikke/ikke aktuelt,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, faglige aktiviteter (konferanser, kurs, fagdager osv.)",enig,uenig,uenig,uenig,uenig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,uenig,enig,uenig,enig
30-34 år,Oslo,in-house,privat,3,5,frontend,nei,"600 000,00 kr",Nei,Nei,Ja,vet ikke/ikke aktuelt,Nei,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), sosiale aktiviteter (turer, fester, arrangementer osv.), gode ordninger for gratis teknisk utstyr",enig,enig,uenig,uenig,uenig,uenig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,enig,uenig,enig
30-34 år,Oslo,konsulent,privat,3,4,frontend,"""...senior...""","740 000,00 kr",Ja,Nei,Nei,annet,Ja,"fleksible arbeidstider, sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",enig,enig,enig,uenig,enig,enig,uenig,uenig,enig,enig,enig,enig
30-34 år,Oslo,in-house,ikke oppgitt,ikke oppgitt,2,frontend,"""...junior...""","529 000,00 kr",Ja,Nei,Nei,Jeg ba sjefen om mer lønn,Nei,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",enig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,vet ikke/ikke aktuelt,uenig,uenig,uenig,vet ikke/ikke aktuelt,enig,enig,enig
30-34 år,Agder,in-house,privat,3,3,frontend,"""...lead...""","779 750,00 kr",Nei,Nei,Nei,Jeg ba sjefen om mer lønn,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",enig,enig,uenig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,enig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,enig,enig,enig
30-34 år,Oslo,in-house,ikke oppgitt,ikke oppgitt,11,frontend,"""...senior...""","910 000,00 kr",Ja,Nei,Ja,Jeg fikk ny arbeidsgiver,Ja,"mer fritid (for eksempel flere feriedager), faglige aktiviteter (konferanser, kurs, fagdager osv.)",enig,enig,enig,uenig,enig,uenig,uenig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,enig
30-34 år,annet,in-house,ikke oppgitt,ikke oppgitt,4,frontend,nei,"590 000,00 kr",Ja,Nei,Nei,Jeg fikk ny arbeidsgiver,Nei,"mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager)",enig,enig,enig,enig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,enig,uenig,uenig,enig,uenig,enig
30-34 år,annet,in-house,ikke oppgitt,ikke oppgitt,5,frontend,nei,"625 000,00 kr",Nei,Nei,Nei,Jeg fikk ny arbeidsgiver,Nei,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager)",enig,uenig,enig,vet ikke/ikke aktuelt,enig,vet ikke/ikke aktuelt,uenig,uenig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,enig
30-34 år,Viken,in-house,privat,0,16,frontend,nei,"750 000,00 kr",Nei,Nei,Nei,Jeg fikk ny arbeidsgiver,Nei,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.)",enig,enig,uenig,uenig,enig,enig,enig,uenig,uenig,enig,enig,enig
30-34 år,Oslo,konsulent,privat,3,3,frontend,"""...senior...""","590 000,00 kr",Nei,Ja,Ja,Jeg fikk ny stilling hos samme arbeidsgiver,Nei,"fleksible arbeidstider, firmahytter/ferieboliger, mer fritid (for eksempel flere feriedager), sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",enig,enig,enig,uenig,uenig,uenig,uenig,enig,uenig,enig,enig,enig
30-34 år,Vestland,in-house,ikke oppgitt,ikke oppgitt,10,frontend,nei,"540 000,00 kr",Nei,Nei,Nei,Jeg trua med å si opp,Nei,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",enig,enig,uenig,uenig,enig,enig,uenig,uenig,enig,enig,enig,enig
30-34 år,Vestfold og Telemark,in-house,offentlig,0,2,frontend,"""...junior...""","520 500,00 kr",Nei,Ja,Nei,vet ikke/ikke aktuelt,Nei,fleksible arbeidstider,enig,vet ikke/ikke aktuelt,enig,enig,uenig,enig,enig,uenig,enig,enig,enig,enig
30-34 år,Oslo,in-house,offentlig,5,9,frontend,"""...overingeniør...""","760 000,00 kr",Ja,Nei,Nei,vet ikke/ikke aktuelt,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), faglige aktiviteter (konferanser, kurs, fagdager osv.)",uenig,uenig,uenig,enig,enig,uenig,uenig,enig,enig,enig,enig,enig
30-34 år,Agder,in-house,ikke oppgitt,ikke oppgitt,5,frontend,"""...senior...""","723 000,00 kr",Nei,Nei,Nei,vet ikke/ikke aktuelt,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote",enig,enig,uenig,uenig,vet ikke/ikke aktuelt,uenig,uenig,uenig,uenig,enig,uenig,vet ikke/ikke aktuelt
30-34 år,Vestland,in-house,privat,3,2,frontend,nei,"540 000,00 kr",Nei,Nei,Ja,vet ikke/ikke aktuelt,Nei,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager)",enig,enig,uenig,uenig,uenig,enig,enig,uenig,uenig,enig,enig,enig
30-34 år,Vestfold og Telemark,in-house,ikke oppgitt,ikke oppgitt,3,frontend,nei,"575 000,00 kr",Nei,Ja,Nei,vet ikke/ikke aktuelt,Nei,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",enig,enig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,enig,enig,enig
30-34 år,Oslo,konsulent,privat,5,3,frontend,nei,"580 000,00 kr",Ja,Nei,Nei,vet ikke/ikke aktuelt,Nei,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager)",vet ikke/ikke aktuelt,uenig,enig,uenig,vet ikke/ikke aktuelt,uenig,uenig,uenig,enig,enig,uenig,enig
30-34 år,Oslo,in-house,privat,3,1,frontend,"""...junior...""","420 000,00 kr",Nei,Nei,Nei,annet,Nei,"mulighet å jobbe hjemmefra/remote, faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",enig,enig,vet ikke/ikke aktuelt,enig,uenig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,enig,uenig,uenig,enig
30-34 år,Oslo,in-house,privat,3,3,frontend,"""...junior...""","500 000,00 kr",Ja,Nei,Nei,annet,Nei,"fleksible arbeidstider, mer fritid (for eksempel flere feriedager), gode ordninger for gratis teknisk utstyr",enig,uenig,uenig,uenig,uenig,enig,uenig,uenig,uenig,enig,enig,enig
30-34 år,Trøndelag,konsulent,privat,5,10,frontend,"""...senior...""","1 100 000,00 kr",Ja,Ja,Nei,annet,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",enig,enig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,enig,enig,enig
30-34 år,annet,in-house,ikke oppgitt,ikke oppgitt,7,frontend,nei,"590 000,00 kr",Nei,Ja,Nei,annet,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",vet ikke/ikke aktuelt,uenig,enig,uenig,vet ikke/ikke aktuelt,enig,uenig,uenig,uenig,enig,uenig,enig
30-34 år,Oslo,in-house,offentlig,6,5,frontend,"""...senior...""","680 000,00 kr",Ja,Ja,Nei,Jeg ba sjefen om mer lønn,Ja,"fleksible arbeidstider, faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",enig,enig,enig,uenig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,enig,enig,enig
30-34 år,Oslo,konsulent,ikke oppgitt,ikke oppgitt,12,frontend,"""...senior...""","750 000,00 kr",Ja,Ja,Ja,Jeg ba sjefen om mer lønn,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, firmahytter/ferieboliger, faglige aktiviteter (konferanser, kurs, fagdager osv.)",enig,enig,enig,enig,enig,enig,enig,enig,enig,enig,enig,enig
30-34 år,Oslo,konsulent,privat,0,2,frontend,"""...ansvarlig...""","584 000,00 kr",Nei,Nei,Ja,Jeg fikk ny arbeidsgiver,Ja,"firmahytter/ferieboliger, mer fritid (for eksempel flere feriedager), sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.)",uenig,enig,uenig,uenig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,uenig,enig,enig,uenig,enig
30-34 år,Viken,konsulent,ikke oppgitt,ikke oppgitt,10,frontend,"""...senior...""","630 000,00 kr",Nei,Nei,Nei,Jeg fikk ny arbeidsgiver,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, firmahytter/ferieboliger, mer fritid (for eksempel flere feriedager), sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.)",enig,enig,enig,enig,vet ikke/ikke aktuelt,uenig,enig,uenig,vet ikke/ikke aktuelt,enig,uenig,enig
30-34 år,Oslo,konsulent,privat,5,5,frontend,"""...senior...""","850 000,00 kr",Nei,Nei,Nei,Jeg fikk ny arbeidsgiver,Ja,"sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",enig,uenig,enig,uenig,vet ikke/ikke aktuelt,uenig,uenig,uenig,uenig,enig,vet ikke/ikke aktuelt,enig
30-34 år,Oslo,konsulent,ikke oppgitt,ikke oppgitt,9,frontend,"""...senior...""","1 250 000,00 kr",Nei,Nei,Nei,Jeg fikk ny arbeidsgiver,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr, Faglig frihet/arbeidsoppgaver",uenig,uenig,uenig,uenig,vet ikke/ikke aktuelt,uenig,vet ikke/ikke aktuelt,uenig,enig,enig,enig,enig
30-34 år,annet,in-house,privat,2,2,frontend,nei,"600 000,00 kr",Ja,Nei,Nei,Jeg fikk ny arbeidsgiver,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, faglige aktiviteter (konferanser, kurs, fagdager osv.)",enig,enig,uenig,uenig,enig,uenig,enig,uenig,uenig,enig,enig,enig
30-34 år,Oslo,konsulent,privat,0,8,frontend,nei,"650 000,00 kr",Nei,Nei,Nei,Jeg fikk ny arbeidsgiver,Ja,"fleksible arbeidstider, sosiale aktiviteter (turer, fester, arrangementer osv.), gode ordninger for gratis teknisk utstyr",enig,enig,enig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,uenig,uenig,uenig,enig,uenig,enig
30-34 år,Oslo,konsulent,privat,0,8,frontend,nei,"650 000,00 kr",Nei,Nei,Nei,Jeg fikk ny arbeidsgiver,Ja,"fleksible arbeidstider, sosiale aktiviteter (turer, fester, arrangementer osv.), gode ordninger for gratis teknisk utstyr",enig,enig,enig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,uenig,uenig,uenig,enig,uenig,enig
30-34 år,Oslo,konsulent,privat,3,10,frontend,"""...senior...""","780 000,00 kr",Ja,Ja,Ja,Jeg trua med å si opp,Ja,"mer fritid (for eksempel flere feriedager), sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.)",uenig,enig,uenig,uenig,uenig,vet ikke/ikke aktuelt,enig,uenig,enig,enig,enig,enig
30-34 år,Vestland,in-house,privat,2,5,frontend,"""...junior...""","444 000,00 kr",Nei,Nei,Ja,Sjefen tilbydde meg mer lønn,Nei,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, sosiale aktiviteter (turer, fester, arrangementer osv.)",enig,enig,enig,enig,uenig,enig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,enig,enig,enig
30-34 år,Oslo,in-house,privat,1,5,frontend,"""...senior...""","700 000,00 kr",Nei,Nei,Nei,Sjefen tilbydde meg mer lønn,Ja,"mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), gode ordninger for gratis teknisk utstyr",uenig,enig,uenig,uenig,enig,uenig,vet ikke/ikke aktuelt,uenig,uenig,enig,enig,enig
30-34 år,Oslo,in-house,privat,5,0,frontend,"""...junior...""","450 000,00 kr",Nei,Ja,Ja,vet ikke/ikke aktuelt,Nei,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, faglige aktiviteter (konferanser, kurs, fagdager osv.), gode ordninger for gratis teknisk utstyr",vet ikke/ikke aktuelt,enig,uenig,vet ikke/ikke aktuelt,uenig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,enig,enig,enig
30-34 år,Møre og Romsdal,in-house,privat,3,4,frontend,nei,"444 000,00 kr",Nei,Nei,Ja,vet ikke/ikke aktuelt,Nei,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote",enig,enig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,enig,vet ikke/ikke aktuelt,enig
30-34 år,Oslo,in-house,ikke oppgitt,ikke oppgitt,1,frontend,nei,"510 000,00 kr",Nei,Nei,Nei,vet ikke/ikke aktuelt,Nei,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.)",uenig,vet ikke/ikke aktuelt,uenig,uenig,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,vet ikke/ikke aktuelt,uenig,enig
30-34 år,Oslo,konsulent,privat,3,7,frontend,"""...senior...""","1 400 000,00 kr",Nei,Nei,Nei,annet,Ja,"fleksible arbeidstider, mer fritid (for eksempel flere feriedager)",vet ikke/ikke aktuelt,uenig,enig,uenig,enig,enig,vet ikke/ikke aktuelt,uenig,vet ikke/ikke aktuelt,enig,uenig,uenig
30-34 år,Oslo,in-house,ikke oppgitt,ikke oppgitt,6,frontend,nei,"700 600,00 kr",Ja,Nei,Nei,Fagforeningen min hjalp meg,Ja,"fleksible arbeidstider, mulighet å jobbe hjemmefra/remote, mer fritid (for eksempel flere feriedager), sosiale aktiviteter (turer, fester, arrangementer osv.), faglige aktiviteter (konferanser, kurs, fagdager osv.)",enig,uenig,enig,uenig,vet ikke/ikke aktuelt,enig,enig,uenig,uenig,enig,uenig,enig
